age,policy_number,insured_sex,insured_education_level,incident_date,incident_type,collision_type,incident_severity,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year
40,253085,FEMALE,PhD,2015-01-12,Vehicle Theft,?,Trivial Damage,WV,Northbrook,9847 Elm St,3,1,NO,1,3190,580,290,2320,Audi,A5,2004
29,180720,MALE,JD,2015-01-01,Parked Car,?,Trivial Damage,VA,Hillsdale,4629 Elm Ridge,10,1,YES,2,5900,590,590,4720,Nissan,Pathfinder,2010
31,492224,MALE,Masters,2015-02-19,Single Vehicle Collision,Rear Collision,Total Loss,NY,Columbus,5585 Washington Drive,14,1,NO,0,57330,6370,6370,44590,Dodge,Neon,2006
50,411477,MALE,MD,2015-01-14,Multi-vehicle Collision,Front Collision,Total Loss,WV,Hillsdale,3925 Sky St,17,3,NO,0,81960,13660,13660,54640,Dodge,Neon,2008
33,107181,FEMALE,PhD,2015-01-30,Single Vehicle Collision,Side Collision,Major Damage,SC,Hillsdale,3903 Oak Ave,16,1,YES,0,70400,6400,19200,44800,Suburu,Legacy,2001
34,312940,FEMALE,JD,2015-01-20,Parked Car,?,Minor Damage,VA,Columbus,3805 Lincoln Hwy,3,1,NO,2,3770,580,580,2610,Jeep,Grand Cherokee,2002
36,855186,FEMALE,Associate,2015-02-18,Parked Car,?,Minor Damage,NC,Arlington,4055 2nd Drive,7,1,NO,0,7400,740,1480,5180,Dodge,Neon,2014
52,373935,FEMALE,High School,2015-01-07,Single Vehicle Collision,Rear Collision,Total Loss,SC,Northbend,3707 Oak Ridge,13,1,YES,1,54810,6090,6090,42630,Chevrolet,Silverado,1999
37,812989,FEMALE,JD,2015-01-16,Single Vehicle Collision,Rear Collision,Total Loss,NY,Springfield,7327 Lincoln Drive,20,1,YES,2,49400,4940,9880,34580,Jeep,Wrangler,2005
53,993840,MALE,Associate,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,NC,Riverwood,9369 Flute Hwy,23,1,YES,2,68750,12500,6250,50000,Chevrolet,Malibu,2009
32,327856,FEMALE,PhD,2015-02-01,Single Vehicle Collision,Front Collision,Total Loss,SC,Arlington,4239 Weaver Ave,11,1,NO,1,61500,12300,6150,43050,Dodge,Neon,2013
39,506333,FEMALE,Masters,2015-01-06,Multi-vehicle Collision,Rear Collision,Major Damage,WV,Northbend,6044 Weaver Drive,0,4,?,0,76890,6990,13980,55920,BMW,X6,2007
32,263159,FEMALE,PhD,2015-02-02,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Northbrook,8879 1st Drive,2,1,YES,0,56070,6230,12460,37380,Toyota,Camry,2012
30,372912,FEMALE,College,2015-02-25,Single Vehicle Collision,Side Collision,Total Loss,SC,Northbrook,9488 Best Drive,3,1,NO,2,56000,14000,0,42000,Chevrolet,Malibu,2003
33,552788,FEMALE,College,2015-02-10,Parked Car,?,Trivial Damage,NY,Hillsdale,7500 Texas Ridge,3,1,YES,1,4290,780,390,3120,Audi,A3,1997
37,722747,FEMALE,Associate,2015-02-22,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Arlington,2048 3rd Ridge,15,3,?,2,60750,6750,6750,47250,Suburu,Forrestor,2003
30,248467,FEMALE,Associate,2015-01-31,Single Vehicle Collision,Side Collision,Minor Damage,NY,Northbend,3419 Apache St,23,1,?,2,48730,4430,4430,39870,Chevrolet,Malibu,2011
43,955953,MALE,Associate,2015-02-12,Multi-vehicle Collision,Front Collision,Minor Damage,WV,Springfield,9875 MLK Ave,9,3,YES,2,95150,17300,17300,60550,Ford,Escape,2007
24,910622,MALE,Masters,2015-01-06,Vehicle Theft,?,Minor Damage,NY,Columbus,3553 Texas Ave,20,1,?,0,7480,680,680,6120,Dodge,Neon,2003
28,137675,MALE,Masters,2015-01-01,Single Vehicle Collision,Side Collision,Major Damage,NC,Riverwood,4335 1st St,5,1,?,2,79800,13300,6650,59850,Volkswagen,Passat,2011
51,343421,FEMALE,MD,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,NC,Hillsdale,9070 Tree Ave,15,1,YES,0,103560,8630,17260,77670,Jeep,Wrangler,1997
38,413192,FEMALE,PhD,2015-02-21,Single Vehicle Collision,Side Collision,Minor Damage,NY,Hillsdale,3900 Texas St,13,1,YES,2,79500,15900,7950,55650,Accura,MDX,1995
44,247801,FEMALE,High School,2015-02-14,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Riverwood,9657 5th Ave,16,1,NO,2,76230,6930,13860,55440,Volkswagen,Passat,1997
54,171147,MALE,MD,2015-02-16,Single Vehicle Collision,Side Collision,Minor Damage,WV,Northbend,5765 Washington St,0,1,YES,0,59520,9920,9920,39680,Honda,Accord,2001
57,431283,FEMALE,PhD,2015-02-04,Multi-vehicle Collision,Front Collision,Major Damage,SC,Arlington,5997 Embaracadero Drive,10,3,NO,2,47760,5970,5970,35820,Suburu,Impreza,2013
41,461962,MALE,JD,2015-01-22,Multi-vehicle Collision,Side Collision,Total Loss,NY,Springfield,1738 Solo Lane,14,3,NO,2,84590,15380,7690,61520,Saab,93,2013
38,149467,MALE,PhD,2015-02-15,Multi-vehicle Collision,Front Collision,Total Loss,SC,Columbus,2903 Weaver Drive,1,3,YES,2,61650,6850,6850,47950,Nissan,Ultima,2006
33,758740,FEMALE,Associate,2015-01-07,Single Vehicle Collision,Rear Collision,Major Damage,VA,Springfield,8926 Texas Ridge,16,1,?,2,81400,8140,8140,65120,BMW,M5,1998
34,628337,FEMALE,Masters,2015-02-23,Multi-vehicle Collision,Side Collision,Major Damage,SC,Northbend,4231 3rd Ave,2,3,NO,0,58410,10620,5310,42480,Chevrolet,Tahoe,2007
56,574637,FEMALE,College,2015-01-06,Multi-vehicle Collision,Side Collision,Major Damage,VA,Springfield,8049 4th St,23,3,?,0,38610,3510,3510,31590,Volkswagen,Passat,2007
37,373600,FEMALE,High School,2015-02-07,Multi-vehicle Collision,Front Collision,Minor Damage,WV,Northbrook,6501 5th Drive,19,3,?,2,57600,9600,9600,38400,Volkswagen,Passat,2015
35,930032,FEMALE,PhD,2015-02-14,Multi-vehicle Collision,Side Collision,Minor Damage,NC,Hillsdale,7909 Andromedia Hwy,23,3,NO,2,53190,5910,11820,35460,Volkswagen,Jetta,1996
57,396590,FEMALE,JD,2015-02-15,Single Vehicle Collision,Front Collision,Major Damage,NY,Riverwood,5865 Sky Lane,10,1,?,2,58300,5830,11660,40810,Nissan,Maxima,2014
38,238412,MALE,MD,2015-02-14,Multi-vehicle Collision,Front Collision,Minor Damage,WV,Springfield,1957 Washington Ave,12,3,YES,1,64620,7180,0,57440,Dodge,Neon,2003
51,484321,MALE,PhD,2015-02-05,Multi-vehicle Collision,Side Collision,Total Loss,WV,Riverwood,7649 Texas St,15,3,NO,2,90480,15080,15080,60320,BMW,X6,2000
49,795847,FEMALE,PhD,2015-01-04,Vehicle Theft,?,Trivial Damage,SC,Columbus,1992 Britain Drive,3,1,NO,1,7080,1180,1180,4720,Nissan,Maxima,2001
42,218456,MALE,JD,2015-02-20,Parked Car,?,Minor Damage,PA,Springfield,9685 Sky Ridge,19,1,?,2,6490,590,1180,4720,Toyota,Camry,2011
36,792673,FEMALE,Masters,2015-02-05,Multi-vehicle Collision,Side Collision,Total Loss,NC,Hillsdale,3457 Texas Lane,16,3,NO,1,55900,5590,5590,44720,Nissan,Ultima,2015
29,662256,MALE,High School,2015-01-15,Single Vehicle Collision,Rear Collision,Major Damage,SC,Columbus,7693 Cherokee Lane,16,1,NO,0,63800,6380,6380,51040,Saab,92x,1998
56,971338,MALE,MD,2015-01-05,Single Vehicle Collision,Side Collision,Total Loss,VA,Northbend,3167 4th Ridge,10,1,?,0,58160,7270,7270,43620,Saab,95,1996
53,714738,MALE,Masters,2015-01-01,Vehicle Theft,?,Minor Damage,NC,Riverwood,1617 Rock Drive,6,1,NO,1,6300,630,1260,4410,Mercedes,C300,2001
46,753844,MALE,MD,2015-01-26,Single Vehicle Collision,Front Collision,Major Damage,WV,Arlington,7877 3rd Ridge,18,1,NO,2,104610,19020,19020,66570,Mercedes,ML350,1999
44,976645,MALE,College,2015-02-13,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Springfield,9325 Lincoln Drive,20,3,NO,0,69850,12700,6350,50800,Ford,Fusion,1999
21,918037,FEMALE,Masters,2015-01-14,Single Vehicle Collision,Rear Collision,Minor Damage,PA,Northbrook,5855 Apache St,14,1,NO,0,62900,12580,6290,44030,Accura,MDX,2006
30,996253,MALE,JD,2015-01-31,Multi-vehicle Collision,Front Collision,Major Damage,WV,Riverwood,1328 Texas Lane,8,3,NO,0,59670,6630,6630,46410,Volkswagen,Passat,2004
40,373731,MALE,JD,2015-01-22,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Springfield,4567 Pine Ave,17,2,YES,2,81500,16300,8150,57050,BMW,3 Series,2013
56,836272,MALE,High School,2015-01-30,Single Vehicle Collision,Rear Collision,Minor Damage,NC,Springfield,7575 Pine St,9,1,NO,2,50000,15000,5000,30000,Jeep,Wrangler,2009
28,167231,MALE,Associate,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,NY,Springfield,2850 Washington St,0,1,?,2,48290,8780,8780,30730,Nissan,Maxima,1995
29,743330,MALE,High School,2015-02-20,Single Vehicle Collision,Rear Collision,Total Loss,VA,Riverwood,9169 Cherokee Hwy,2,1,NO,0,59070,5370,5370,48330,Chevrolet,Malibu,2003
24,807369,FEMALE,High School,2015-02-04,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Springfield,6443 Washington Ridge,23,3,?,0,63300,12660,6330,44310,Dodge,RAM,2012
46,735307,MALE,College,2015-02-23,Single Vehicle Collision,Side Collision,Total Loss,SC,Northbend,6751 5th Hwy,8,1,NO,0,65780,11960,11960,41860,Mercedes,ML350,2013
29,789208,MALE,JD,2015-02-08,Multi-vehicle Collision,Front Collision,Total Loss,NY,Columbus,2289 Weaver Ridge,6,3,NO,0,75400,11600,11600,52200,Dodge,Neon,2005
33,585324,MALE,High School,2015-02-21,Vehicle Theft,?,Minor Damage,WV,Arlington,8306 1st Drive,3,1,YES,1,2250,250,250,1750,Toyota,Corolla,2005
39,498759,FEMALE,High School,2015-01-13,Multi-vehicle Collision,Front Collision,Minor Damage,VA,Northbend,2603 Andromedia Hwy,14,3,YES,1,54120,4510,9020,40590,Jeep,Grand Cherokee,2007
49,795004,MALE,MD,2015-01-17,Multi-vehicle Collision,Side Collision,Major Damage,NY,Northbrook,6479 Francis Ave,16,3,NO,0,69480,11580,11580,46320,Saab,95,2007
43,203250,FEMALE,Masters,2015-02-18,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Northbend,6428 Andromedia Lane,12,1,?,1,66950,10300,10300,46350,Chevrolet,Malibu,2015
47,430794,FEMALE,Associate,2015-01-14,Multi-vehicle Collision,Rear Collision,Major Damage,OH,Northbrook,9081 Cherokee Hwy,1,3,NO,2,64100,12820,6410,44870,Dodge,RAM,2014
46,156636,MALE,PhD,2015-01-27,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Springfield,1532 Washington St,19,1,?,0,80280,13380,13380,53520,Chevrolet,Tahoe,2013
44,284143,MALE,Associate,2015-02-12,Vehicle Theft,?,Trivial Damage,NY,Northbend,4625 MLK Drive,7,1,?,1,4680,520,0,4160,Accura,MDX,1999
32,740518,MALE,College,2015-01-17,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Springfield,1529 Elm Ridge,6,4,?,1,39720,6620,6620,26480,Accura,MDX,2002
58,445289,MALE,MD,2015-01-13,Single Vehicle Collision,Front Collision,Major Damage,NY,Arlington,2086 Francis Drive,11,1,?,0,63580,5780,5780,52020,Mercedes,ML350,1997
49,599262,FEMALE,PhD,2015-01-21,Single Vehicle Collision,Side Collision,Minor Damage,NC,Northbend,9066 Best Ridge,2,1,YES,1,73370,13340,6670,53360,Saab,95,2013
29,357949,FEMALE,JD,2015-01-01,Single Vehicle Collision,Side Collision,Minor Damage,SC,Northbrook,7178 Best Drive,15,1,?,2,86790,7890,23670,55230,Honda,CRV,2003
39,493161,MALE,Masters,2015-02-18,Single Vehicle Collision,Side Collision,Major Damage,WV,Columbus,9821 Francis Ave,0,1,NO,0,49800,9960,4980,34860,Mercedes,ML350,2015
38,320251,FEMALE,Associate,2015-02-04,Single Vehicle Collision,Side Collision,Major Damage,WV,Hillsdale,7061 Cherokee Drive,12,1,YES,1,77440,7040,14080,56320,Nissan,Ultima,2005
48,231127,FEMALE,PhD,2015-01-09,Single Vehicle Collision,Front Collision,Total Loss,SC,Springfield,1325 1st Lane,1,1,?,1,42900,8580,0,34320,Accura,TL,1999
26,766193,FEMALE,JD,2015-02-14,Multi-vehicle Collision,Rear Collision,Major Damage,VA,Hillsdale,3769 Sky St,16,2,YES,1,53820,11960,5980,35880,Ford,F150,2015
46,555374,MALE,MD,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Hillsdale,8489 Pine Hwy,2,1,NO,2,57330,12740,6370,38220,Jeep,Grand Cherokee,1998
24,491484,FEMALE,PhD,2015-02-04,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Riverwood,6329 Apache Ave,13,3,NO,2,53370,5930,5930,41510,Nissan,Ultima,2011
29,925128,MALE,High School,2015-01-30,Single Vehicle Collision,Front Collision,Minor Damage,NY,Northbrook,9293 Pine Lane,0,1,NO,2,62920,9680,14520,38720,Accura,MDX,2005
24,265093,FEMALE,High School,2015-02-20,Multi-vehicle Collision,Front Collision,Total Loss,NY,Arlington,9224 Sky Drive,0,3,?,0,61600,6160,12320,43120,Honda,CRV,2003
30,267808,MALE,College,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Northbend,8862 Maple Ridge,16,3,YES,2,74160,6180,12360,55620,Mercedes,E400,2002
38,116735,MALE,High School,2015-01-31,Single Vehicle Collision,Rear Collision,Total Loss,WV,Arlington,3492 Flute Lane,8,1,NO,2,80100,8900,8900,62300,Audi,A3,2015
48,963680,FEMALE,JD,2015-02-17,Parked Car,?,Trivial Damage,NY,Hillsdale,6484 Tree Drive,9,1,?,2,6560,820,820,4920,Volkswagen,Jetta,2003
34,445694,MALE,JD,2015-01-24,Single Vehicle Collision,Rear Collision,Total Loss,WV,Northbend,4554 Sky Ave,11,1,?,2,58800,11760,5880,41160,Nissan,Pathfinder,1997
38,215534,FEMALE,College,2015-02-02,Multi-vehicle Collision,Side Collision,Minor Damage,PA,Northbrook,5201 Texas Hwy,6,3,?,0,53730,11940,5970,35820,Dodge,RAM,2013
60,232854,FEMALE,College,2015-01-09,Single Vehicle Collision,Rear Collision,Total Loss,NY,Arlington,3982 Weaver Lane,18,1,NO,0,60600,5050,10100,45450,Honda,Civic,2001
48,168260,FEMALE,JD,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,NY,Northbrook,3660 Andromedia Hwy,11,1,?,0,35750,6500,3250,26000,Mercedes,E400,2001
27,538955,FEMALE,College,2015-01-17,Single Vehicle Collision,Front Collision,Total Loss,WV,Arlington,7135 Flute Lane,17,1,?,1,42840,3570,7140,32130,Chevrolet,Silverado,2004
39,243226,MALE,High School,2015-02-09,Multi-vehicle Collision,Front Collision,Major Damage,SC,Springfield,4414 Solo Drive,21,3,?,1,87960,14660,14660,58640,Jeep,Wrangler,1999
41,246435,MALE,JD,2015-01-14,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Hillsdale,2920 5th Ave,0,3,NO,1,47800,4780,4780,38240,Jeep,Grand Cherokee,2009
43,582480,FEMALE,Associate,2015-02-02,Vehicle Theft,?,Trivial Damage,NY,Northbrook,2986 MLK Drive,9,1,NO,0,3840,640,640,2560,Chevrolet,Tahoe,2014
43,345539,MALE,JD,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,NY,Riverwood,1580 Maple Lane,1,1,NO,0,77000,14000,7000,56000,Accura,RSX,2004
26,924318,FEMALE,PhD,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,WV,Springfield,3706 Texas Hwy,22,1,YES,1,88110,16020,16020,56070,Audi,A5,2003
42,726880,MALE,College,2015-02-13,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Northbend,9109 Britain Drive,20,4,NO,0,47740,4340,4340,39060,Honda,Civic,2005
30,190588,FEMALE,MD,2015-02-20,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Northbend,2290 4th Ave,9,3,YES,2,58960,5360,10720,42880,Ford,F150,2004
46,246705,FEMALE,Associate,2015-01-08,Parked Car,?,Minor Damage,NC,Northbrook,4232 Britain Ridge,5,1,NO,1,2160,480,240,1440,Toyota,Corolla,2004
26,619589,FEMALE,JD,2015-02-28,Vehicle Theft,?,Trivial Damage,SC,Riverwood,6677 Andromedia Drive,12,1,YES,1,6890,530,1060,5300,Jeep,Grand Cherokee,1997
45,164988,FEMALE,High School,2015-02-12,Multi-vehicle Collision,Side Collision,Major Damage,VA,Springfield,5868 Sky Hwy,6,3,NO,2,78870,7170,14340,57360,Suburu,Legacy,2013
47,729534,FEMALE,Masters,2015-01-06,Vehicle Theft,?,Trivial Damage,SC,Columbus,3053 Lincoln Drive,8,1,NO,1,2700,300,300,2100,Ford,F150,2013
54,505014,FEMALE,Associate,2015-02-15,Single Vehicle Collision,Front Collision,Total Loss,WV,Riverwood,7041 Tree Ridge,14,1,?,0,75960,6330,6330,63300,Jeep,Grand Cherokee,2010
34,920826,FEMALE,High School,2015-01-20,Single Vehicle Collision,Front Collision,Major Damage,WV,Northbrook,7223 Embaracadero St,10,1,YES,1,75570,6870,13740,54960,BMW,X5,2010
48,534982,FEMALE,Masters,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,SC,Columbus,8081 Flute Ridge,12,1,?,2,90240,15040,15040,60160,Chevrolet,Malibu,1995
53,110408,FEMALE,College,2015-01-26,Single Vehicle Collision,Front Collision,Major Damage,SC,Springfield,8618 Texas Lane,12,1,?,0,80960,14720,7360,58880,Accura,MDX,2000
38,283052,MALE,PhD,2015-01-25,Multi-vehicle Collision,Front Collision,Total Loss,VA,Riverwood,3508 Washington St,12,3,NO,1,79080,6590,13180,59310,Mercedes,C300,2012
49,840806,MALE,JD,2015-01-18,Vehicle Theft,?,Minor Damage,SC,Columbus,2193 4th Ridge,13,1,NO,0,6820,1240,620,4960,Mercedes,ML350,2009
42,382394,FEMALE,PhD,2015-01-12,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Northbend,8897 Sky St,17,3,NO,1,62590,5690,11380,45520,Nissan,Pathfinder,2006
23,876699,FEMALE,College,2015-01-15,Single Vehicle Collision,Side Collision,Major Damage,NY,Arlington,9611 Pine Ridge,14,1,NO,1,52400,6550,6550,39300,Accura,MDX,2005
46,871432,MALE,MD,2015-01-10,Multi-vehicle Collision,Front Collision,Major Damage,WV,Arlington,7825 1st Ridge,3,3,?,1,63580,5780,11560,46240,Volkswagen,Jetta,2004
55,379882,FEMALE,Associate,2015-01-23,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,3039 Oak Hwy,18,3,YES,2,61400,6140,6140,49120,Nissan,Ultima,1995
63,852002,MALE,High School,2015-02-21,Parked Car,?,Minor Damage,VA,Northbend,8204 Pine Lane,5,1,YES,1,4700,940,470,3290,Dodge,Neon,2007
44,372891,FEMALE,College,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,SC,Riverwood,9787 Andromedia Ave,19,1,NO,0,74140,13480,13480,47180,BMW,X5,2015
30,689034,FEMALE,PhD,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,VA,Hillsdale,9633 Rock Hwy,0,1,?,2,83160,6930,13860,62370,Volkswagen,Jetta,2011
41,743092,FEMALE,JD,2015-02-18,Parked Car,?,Trivial Damage,NC,Arlington,6303 1st Drive,22,1,?,0,10790,1660,830,8300,Mercedes,E400,2013
31,599174,FEMALE,MD,2015-02-17,Multi-vehicle Collision,Rear Collision,Major Damage,NC,Arlington,2014 Rock Ave,21,3,YES,1,48070,8740,8740,30590,Saab,92x,2014
25,421092,FEMALE,Masters,2015-01-24,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Northbrook,8983 Tree St,4,3,YES,0,51030,5670,11340,34020,Suburu,Impreza,1996
40,349658,MALE,MD,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,VA,Arlington,6260 5th Lane,10,1,YES,0,43280,0,5410,37870,Honda,Civic,1996
29,811042,FEMALE,Associate,2015-02-03,Single Vehicle Collision,Front Collision,Major Damage,SC,Hillsdale,2725 Britain Ridge,5,1,?,1,76400,15280,7640,53480,Suburu,Forrestor,2003
43,505316,MALE,MD,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,VA,Hillsdale,3089 Oak Ridge,13,1,?,0,75460,13720,13720,48020,Audi,A5,2002
50,116645,MALE,MD,2015-02-02,Multi-vehicle Collision,Side Collision,Major Damage,OH,Northbrook,6206 3rd Ridge,18,3,YES,2,69000,13800,6900,48300,Ford,F150,1995
38,950880,MALE,JD,2015-01-13,Vehicle Theft,?,Minor Damage,VA,Springfield,7240 5th Ridge,6,1,?,1,8640,1440,720,6480,Accura,TL,2008
29,788502,MALE,PhD,2015-02-28,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Arlington,8100 3rd Ave,0,3,?,2,67210,12220,12220,42770,BMW,X6,1996
37,627486,MALE,High School,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,NC,Arlington,3282 4th Lane,5,3,?,0,42500,4250,4250,34000,Volkswagen,Jetta,1999
53,498842,MALE,Associate,2015-02-01,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Arlington,3227 Maple Ave,8,1,YES,0,86400,14400,7200,64800,Accura,RSX,2001
51,550294,MALE,Masters,2015-01-30,Vehicle Theft,?,Minor Damage,SC,Hillsdale,4264 Lincoln Ridge,5,1,YES,2,4620,840,840,2940,Dodge,RAM,2009
53,328387,FEMALE,High School,2015-02-16,Parked Car,?,Trivial Damage,NC,Springfield,2215 Best Ave,9,1,YES,2,6930,630,1260,5040,Honda,CRV,2013
40,540152,FEMALE,JD,2015-01-07,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbend,5363 Weaver Lane,10,3,YES,1,41700,8340,8340,25020,Saab,95,2013
51,385932,MALE,Masters,2015-01-10,Single Vehicle Collision,Rear Collision,Major Damage,NY,Northbrook,2397 Cherokee Ave,16,1,YES,2,77330,14060,14060,49210,Volkswagen,Jetta,2014
35,618682,MALE,College,2015-01-31,Vehicle Theft,?,Trivial Damage,WV,Arlington,9794 Embaracadero St,8,1,?,2,4950,900,450,3600,Ford,F150,2011
26,550930,MALE,PhD,2015-02-13,Vehicle Theft,?,Minor Damage,NC,Northbrook,1810 Elm Hwy,5,1,NO,0,5160,860,860,3440,Accura,TL,2004
35,998192,FEMALE,College,2015-02-22,Multi-vehicle Collision,Side Collision,Total Loss,WV,Riverwood,9603 Texas Lane,11,3,NO,2,24570,2730,2730,19110,Saab,95,2006
38,663938,FEMALE,PhD,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,WV,Arlington,5650 Sky Drive,15,3,?,1,53680,4880,9760,39040,Toyota,Camry,2011
49,756870,MALE,Masters,2015-02-04,Multi-vehicle Collision,Side Collision,Total Loss,WV,Columbus,9633 MLK Lane,23,3,YES,1,42900,3900,3900,35100,Chevrolet,Malibu,2010
41,337158,MALE,MD,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,NY,Arlington,4981 Flute Hwy,23,1,NO,0,84100,16820,8410,58870,Ford,Escape,2009
27,919875,FEMALE,College,2015-02-26,Single Vehicle Collision,Front Collision,Total Loss,NY,Northbrook,9078 Francis Ridge,23,1,?,1,61560,6840,6840,47880,Ford,Fusion,2008
39,315631,FEMALE,Associate,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Hillsdale,1381 Francis Ave,10,1,YES,0,44240,5530,5530,33180,Dodge,RAM,1997
33,113464,FEMALE,JD,2015-02-15,Multi-vehicle Collision,Rear Collision,Minor Damage,VA,Columbus,6435 Texas Ave,12,4,?,2,57700,11540,5770,40390,Jeep,Grand Cherokee,2002
50,556415,FEMALE,PhD,2015-01-14,Single Vehicle Collision,Side Collision,Minor Damage,WV,Springfield,1248 MLK Ridge,4,1,NO,2,108030,16620,16620,74790,Saab,92x,2002
30,250249,FEMALE,High School,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Riverwood,3323 1st Lane,16,1,NO,2,54300,10860,5430,38010,Toyota,Highlander,2010
54,403776,MALE,High School,2015-01-18,Multi-vehicle Collision,Front Collision,Major Damage,SC,Columbus,6971 Best Ridge,18,3,?,1,32280,5380,5380,21520,Ford,Fusion,2010
42,396002,MALE,JD,2015-01-15,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Riverwood,7488 Lincoln Lane,15,3,YES,1,84600,16920,8460,59220,Chevrolet,Malibu,2007
35,976908,MALE,College,2015-02-24,Single Vehicle Collision,Front Collision,Total Loss,SC,Springfield,9007 Francis Hwy,8,1,NO,1,69700,6970,6970,55760,BMW,3 Series,2008
33,509489,MALE,JD,2015-02-07,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Springfield,1491 Francis Ridge,4,3,NO,0,36400,3640,7280,25480,Volkswagen,Jetta,1998
39,485295,FEMALE,JD,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbrook,3659 Oak Lane,20,3,NO,0,37520,4690,4690,28140,Jeep,Wrangler,2010
33,361829,FEMALE,Masters,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,NY,Northbend,4176 Britain Hwy,1,3,NO,2,79090,14380,14380,50330,Dodge,RAM,2014
54,603632,MALE,JD,2015-02-28,Single Vehicle Collision,Rear Collision,Major Damage,NY,Springfield,5189 Francis Drive,19,1,NO,0,67770,7530,15060,45180,Mercedes,ML350,2013
32,783494,MALE,JD,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,OH,Northbend,6515 Oak Lane,11,1,NO,1,47400,9480,4740,33180,Chevrolet,Silverado,2004
40,439049,MALE,PhD,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,SC,Northbend,7168 Andromedia Ridge,13,1,YES,0,71100,7110,14220,49770,Audi,A3,2008
46,502634,MALE,MD,2015-02-17,Single Vehicle Collision,Front Collision,Minor Damage,NY,Springfield,7954 Tree Ridge,2,1,?,2,69400,13880,6940,48580,BMW,M5,2012
39,378588,MALE,High School,2015-01-17,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Northbrook,1956 Apache St,9,3,YES,2,55000,5000,10000,40000,Saab,93,1996
52,794731,MALE,PhD,2015-02-02,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Arlington,9918 Andromedia Drive,15,2,YES,1,51090,7860,7860,35370,Toyota,Highlander,2003
34,641934,MALE,PhD,2015-02-12,Single Vehicle Collision,Side Collision,Major Damage,NY,Springfield,5499 Flute Ridge,23,1,?,2,64200,6420,19260,38520,Honda,Civic,2007
45,113516,MALE,High School,2015-01-04,Single Vehicle Collision,Front Collision,Total Loss,NC,Riverwood,3311 2nd Drive,16,1,NO,2,67320,12240,12240,42840,Ford,Fusion,2006
31,425631,MALE,Associate,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,NC,Arlington,7609 Rock St,21,4,YES,2,76120,6920,13840,55360,Audi,A5,1999
28,542245,FEMALE,JD,2015-01-23,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Hillsdale,4652 Flute Drive,21,2,YES,2,85020,13080,13080,58860,Ford,Fusion,2010
